str_feast_lengthy_description_5|Вы заставили столы ломиться от вин и яств. Не только благородные дамы и господа да их прислуга, но даже дворовые псы смогли утолить голод и жажду. Ваши гости искренне возносили вам хвалу за радушие и следование традициям. За столами велись непринужденные беседы, что пошло на пользу вашим связям с другими домами.
str_feast_lengthy_description_6|В стране еще долгие месяцы будут говорить об этом великом празднике. Он станет эталоном, мерилом того, как стоит устраивать пиры. Вы накормили не только высокородных гостей и их слуг, но даже нищих, которые позволили себе роскошь стать разборчивыми.
str_credits_1|©2010 TaleWorlds Entertainment. Mount & Blade: Warband^©2014 Brytenwalda S.L. Viking Conquest^russian localization: arkada82, mkrass2010, Valzet 
str_credits_2|BRYTENWALDA S.L.^^Game Design^Alberto Fuentevilla^Matthias Grohmann^Michael 'Motomataru' Richter
str_credits_3|Programming^Alberto Fuentevilla^Matthias Grohmann^Michael 'Motomataru' Richter^Slawomir Libura^Michael Lyubchenko^^Special thanks for the Battle GUI^Alexander Souslov (Snowbird Studios)
str_credits_4|Scenes^Asbjorn Lindegaard Moller^^Models^Cesar Inarrea^Leyre Ramirez^Miguel Egana Silva^^2D Art^Yeyo Balbas^^Textures^Miguel Egana Silva^Sebastian Wunnicke
str_credits_5|Shaders^Marc Natta^^Animations^Slawomir Libura^^Concept Artist^Yeyo Balbas
str_credits_6|Script^Alberto Fuentevilla
str_credits_7|Music^Marcus Bressler - Viking Raid^CrystalMoors - Antiqvam Exqvirite Matrem, Nabia Orebia, The Unconquered Land^Juha-Matti Koppelomaki - Viking War Horns^Symphony of Specters - Day of War^Mike Sea - Go Vikes.^KlepatoDesign - The Ancients^Darius Sobolewski - Nordic Orchestra^Logan Epic Canto - Celtic Spirit^Allegro120 - Celtic^Cinemonia - Celtic Legend^^Tim Donovan - Solemn Funeral Pyre, Fallen Warrior^MrHumble - Ballad of a Hero.^^External support^Yughues Nobiax^Stephen Pollington
str_credits_8|Testers and contributions^^Kalarhan^Kraggrim^Hunta^Ragnarson^Takeda Shingen^YourStepDad^Nijis^Krisvk^Dowdpride^Arch3r^Kazzan^Rurin^Fredelios^Blivandefar^Cleric Johnson^AZAN^Mitchell^M^Ozan Celik^Reiksmarshal^Hrotha^^Very special thanks to the players and betatesters of the original Brytenwalda module for many years of valuable feedback, only a fraction of which we had time to implement.^^Marketing Assets^Miguel Egana Silva (KreativLandschaft)
str_credits_10|TALEWORLDS ENTERTAINMENT^^Lead Programming^Cem Çimenbiçer^Şahin Serdar Koçdemir^^Programming^Mustafa Korkmaz^Gökhan Uras^Dündar Ünsal
str_credits_11|Lead Artist^Özgür Saral^^Artists^Andaç Bingöl^Deniz Köklü^Fatma Nadide Öcba^Fırat Murat Çebi^Gökalp Doğan^Oğuz Tunceli^Sten Oom
str_credits_12|TaleWorlds Management^^Founder/Chief Executive Officer^Armağan Yavuz^^Chief Operating Officer^Ali Erkin^^Producer/Business Development^Vishnu Vijayakumar^^PR/Community Manager^Frank Elliott
str_credits_9|Live Action Video^^Daniel Renger^Martin Unglert^Josef Becker^Jan Jaegers^Markus Beck^Jurgen Bonisch^Chris Czichowsky^Florian Dosch^Michael Exner^Fryzel Hans-Jurgen^Alexandra Gorner^Alexander Gorner^Franz Hauser^Jenna Klein^Claudia Klingner^Marcus Langer^Hans Lendorf^Markus Mickel^Patrick Mouka^Corinna Oppitz^Sibylle Oppitz^Bernd Rohde^Volker Schlott^Benjamin Schuler^Michael Schuler^Rebekka Schuler^Julia Schuster^Alexander Seufert^Susan Sumer^Johannes Werth^Bernd Wolfsteiner^Sabine Wudy^Sebastian Wudy^Stefan Wudy^^Location^Geschichtspark Barnau^^Logotype^Jason Brown^^Cover Art^Piotr Fox Wysocki^^Layout^Christian Sabe^Melina Grundel^^Poster^Piotr Fox Wysocki^^Concept Art^Ganbat Badamkhand^^Manual Editing & Digital Wordsmithing^Ryan Newman^Nick Stewart^^Web^Martin Ericsson^^Marketing Assets^2Coats^^Localization^S&H Entertainment Localization
str_multi_scene_1|Ад Кандидам Касам
str_multi_scene_2|Дин Тагелл
str_multi_scene_3|Дун Тарво
str_multi_scene_4|Адрианов Вал
str_multi_scene_5|Место действия 5
str_multi_scene_6|Место действия 6
str_multi_scene_7|Дин Арт
str_multi_scene_8|Двин Оллай
str_multi_scene_9|Дин Бих
str_multi_scene_10|Римский Форт
str_multi_scene_11|Среди деревьев
str_multi_scene_12|Случайные равнины
str_multi_scene_13|Случайный лес
str_multi_scene_14|Случайная степь
str_multi_scene_15|Случайная снежная сцена
str_multi_scene_16|Кранног
str_multi_scene_17|Катар на Стиг
str_multi_scene_18|Морская
str_multi_scene_19|Кпепость Махдаар
str_multi_scene_inv_1|Адрианов вал
str_multi_scene_inv_2|Форт Саксов
str_multi_scene_inv_3|Дин Буч
str_multi_scene_inv_4|Форт Мунув
str_multi_scene_inv_5|Броч
str_multi_scene_20|Равнины
str_multi_scene_21|Лес
str_multi_scene_22|Зима
str_multi_sea_1|Тихое море
str_multi_sea_2|Морской Шторм
str_multi_coast_1|Нападение на порт
str_multi_coast_2|Нападение на порт (гроза)
str_multi_scene_end|конец мульти сцены
str_multi_game_type_1|Бой до смерти
str_multi_game_type_2|Командный бой до смерти
str_multi_game_type_3|Битва
str_multi_game_type_4|Осада
str_multi_game_type_5|Поединок
str_multi_game_type_6|Морское сражение
str_multi_game_type_7|Чемпион Тора
str_multi_game_type_8|Вторжение викингов
str_multi_game_type_9|Битва лордов
str_multi_game_type_10|Налёт
str_multi_game_types_end|конец типов мульти-игр
str_multi_game_type_desc_1|^Каждый за себя!^^Заработай серебро и славу за каждого отправленного в Вальхаллу.^^
str_multi_game_type_desc_2|^Две команды; бесконечное возрождение.^^Заработай серебро и славу за каждого отправленного на тот свет.^^
str_multi_game_type_desc_3|^Две команды; без возрождения.^^Командная игра, защитите спину товарища и поддержите свою команду.
str_multi_game_type_desc_4|^Первая команда защищает свой флаг, другая пытается его захватить (замедленное возраждение защитников).^
str_multi_game_type_desc_5|^Подойдите к другому игроку.^^Представьтесь.^^Сразите его или он вас! Второго не дано.^
str_multi_game_type_desc_6|^Сражение на кораблях! Учитесь плавать, так как из твердыни под ногами только палуба корабля.^^^^
str_multi_game_type_desc_7|^Найти и сразить Чемпиона, чтобы завоевать расположение Тора!^^Очки даются только за победу над Чемпионом Тора.^^^
str_multi_game_type_desc_8|^Объединитесь с другими игроками и защищайтесь от полчищ врагов!^^^
str_multi_game_type_desc_9|^Такой боевой режим позволяет игроку вести и управлять армией ботов.^^
str_multi_game_type_descs_end|^^^              Спец. Возможности ^^ -- Знамя: вдохновляет ближайших соратников (10%) ^^--Священник: лечит ближайших соратников ^^--Рог (Кнопка атака): исцеляет и вдохновляет товарищей на расстоянии^^-- Берсерк (Клавиша B): временно увеличивается наносимый урон^^-- Провокация щитом (ПКМ + клавиша Q): показать презрение к врагу^^
str_poll_kick_player_s1_by_s0|{s0} устраивает голосование, чтобы удалить игрока {s1}.
str_poll_ban_player_s1_by_s0|{s0} устраивает голосование, чтобы изгнать игрока {s1}.
str_poll_change_map_to_s1_by_s0|{s0} устраивает голосование, чтобы сменить карту на {s1}.
str_poll_change_map_to_s1_and_factions_to_s2_and_s3_by_s0|{s0} устраивает голосование, чтобы сменить карту на {s1} и заменить фракции на {s2} и {s3}.
str_poll_change_number_of_bots_to_reg0_and_reg1_by_s0|{s0} устраивает голосование, чтобы изменить число ботов с {reg0} до {reg1}.
str_poll_kick_player|Удалить игрока {s0}: 1 = Да, 2 = Нет
str_poll_ban_player|Изгнать игрока {s0}: 1 = Да, 2 = Нет
str_poll_change_map|Сменить карту на {s0}: 1 = Да, 2 = Нет
str_poll_change_map_with_faction|Сменить карту на {s0} и фракции на {s1} и {s2}: 1 = Да, 2 = Нет
str_poll_change_number_of_bots|Изменить число ботов на {reg0} для фракции {s0} и {reg1} для фракции {s1}: 1 = Да, 2 = Нет
str_poll_time_left|(осталось {reg0} сек.)
str_poll_result_yes|Большинство проголосовало за.
str_poll_result_no|Большинство проголосовало против.
str_total_item_cost_reg0|стоимость: {reg0}
str_server_name|Имя сервера:
str_game_password|Пароль игры:
str_map|Карта:
str_game_type|Тип игры:
str_max_number_of_players|Максимум игроков:
str_number_of_bots_in_team_reg1|Число ботов в команде {reg1}:
str_team_reg1_faction|Фракция команды {reg1}:
str_enable_valve_anti_cheat|Античит Valve (требуется действующий аккаунт Steam)
str_allow_friendly_fire|Стрельба по своим
str_allow_melee_friendly_fire|Удары по своим
str_friendly_fire_damage_self_ratio|Урон по себе (%):
str_friendly_fire_damage_friend_ratio|Урон по своим (%):
str_spectator_camera|Камера зрителя:
str_control_block_direction|Указание управляющего блока:
str_map_time_limit|Ограничение по времени (в минутах):
str_round_time_limit|Ограничение раунда по времени (в секундах):
str_players_take_control_of_a_bot_after_death|Переключение на бота после смерти:
str_team_points_limit|Лимит командных очков:
str_point_gained_from_flags|Командные очки за флаги (%):
str_point_gained_from_capturing_flag|Очки за захват флагов:
str_respawn_period|Время возрождения (в секундах):
str_add_to_official_game_servers_list|В официальный список серверов
str_combat_speed|Скорость боя:
str_combat_speed_0|Минимальная
str_combat_speed_1|Низкая
str_combat_speed_2|Средняя
str_combat_speed_3|Высокая
str_combat_speed_4|Максимальная
str_off|Выкл.
str_on|Вкл.
str_defender_spawn_count_limit|Число вырождений защитников:
str_unlimited|Бесконечное
str_automatic|Автоматическое
str_by_mouse_movement|По движению мыши
str_free|Свободное
str_stick_to_any_player|Закреплено за игроком
str_stick_to_team_members|Закреплено за членами команды
str_stick_to_team_members_view|Закреплено за видом членов команды
str_make_factions_voteable|Сделать фракции объектами голосования
str_make_kick_voteable|Исключать игроков голосованием
str_make_ban_voteable|Закрывать доступ на сервер голосованием
str_bots_upper_limit_for_votes|Добавлять ботов голосованием:
str_make_maps_voteable|Менять карты голосованием
str_valid_vote_ratio|Необходимое количество голосов (%):
str_auto_team_balance_limit|Порог автобаланса команд (разница):
str_welcome_message|Приветственное сообщение:
str_initial_gold_multiplier|Начальное золото (%):
str_battle_earnings_multiplier|Бонус золота в бою (%):
str_round_earnings_multiplier|Бонус золота за раунд (%):
str_allow_player_banners|Разрешить личные флаги
str_force_default_armor|Обязать ношение брони
str_respawning_in_reg0_seconds|Появление через {reg0} сек...
str_no_more_respawns_remained_this_round|Жизни на этот раунд израсходованы
str_reg0_respawns_remained|(Осталось жизней: {reg0})
str_this_is_your_last_respawn|(Это ваша последняя жизнь)
str_wait_next_round|(Ждите следующего раунда)
str_yes_wo_dot|Да
str_no_wo_dot|Нет
str_we_resign|У нас не осталось сил для продолжения боя. Мы сдаемся на вашу милость, {playername}.
str_i_resign|Я не хочу умирать сегодня, я сдаюсь.
str_s1_returned_flag|{s1} - игроки вернули флаг на свою базу!
str_s1_auto_returned_flag|{s1} - флаг автоматически вернулся на базу!
str_s1_captured_flag|{s1} - игроки захватили чужой флаг!
str_s1_taken_flag|{s1} - игроки забрали чужой флаг!
str_s1_neutralized_flag_reg0|{s1} - игроки обезвредили флаг стороны {reg0}.
str_s1_captured_flag_reg0|{s1} - игроки захватили флаг стороны {reg0}!
str_s1_pulling_flag_reg0|{s1} - игроки начали перемещать флаг стороны {reg0}.
str_s1_destroyed_target_0|{s1} - игроки уничтожили цель 1!
str_s1_destroyed_target_1|{s1} - игроки уничтожили цель 2!
str_s1_destroyed_catapult|{s1} - игроки уничтожили катапульту!
str_s1_destroyed_trebuchet|{s1} - игроки уничтожили требушет!
str_s1_destroyed_all_targets|{s1} - игроки уничтожили все цели!
str_s1_saved_1_target|{s1} - игроки сберегли одну цель.
str_s1_saved_2_targets|{s1} - игроки сберегли все цели.
str_s1_defended_castle|{s1} - игроки защитили свой замок!
str_s1_captured_castle|{s1} - игроки захватили замок!
str_auto_team_balance_in_20_seconds|Автобаланс: будет выполнен за 20 секунд.
str_auto_team_balance_next_round|Автобаланс: будет выполнен в следующем раунде.
str_auto_team_balance_done|Команды автоматически сбалансированы.
str_s1_won_round|{s1} - победа в раунде!
str_round_draw|Время вышло. Раунд завершился ничьей.
str_round_draw_no_one_remained|Все погибли. Раунд завершился ничьей.
str_death_mode_started|Не мешкайте! Захватите поле боя!
str_reset_to_default|К настройкам по умолчанию
str_player_name|Имя игрока
str_kills|Жертв
str_deaths|Смертей
str_ping|Пинг
str_dead|Труп
str_reg0_dead|Трупы: {reg0}
str_bots_reg0_agents|Боты: {reg0}
str_bot_1_agent|Бот
str_score_reg0|Счет: {reg0}
str_flags_reg0|(Флаги: {reg0})
str_reg0_players|(Игроки: {reg0})
str_reg0_player|(Игрок {reg0})
str_open_gate|Открыть ворота
str_close_gate|Закрыть ворота
str_open_door|Открыть дверь
str_close_door|Закрыть дверь
str_raise_ladder|Поднять лестницу
str_drop_ladder|Опустить лестницу
str_cancel|Закончить
str_continue|Продолжить
str_done|Готово
str_back|Назад
str_start_map|Запуск карты
str_choose_an_option|Выберите настройку:
str_choose_a_poll_type|Выберите тип голосования:
str_choose_faction|Выбор фракции
str_choose_a_faction|Выберите фракцию:
str_choose_troop|Выбор класса войск
str_choose_a_troop|Выберите класс войск:
str_choose_items|Выбор снаряжения
str_options|Настройки
str_redefine_keys|Изменение управления
str_submit_a_poll|Создание голосования
str_administrator_panel|Панель администратора
str_kick_player|Удалить игрока
str_ban_player|Изгнать игрока
str_mute_player|Лишение голоса
str_unmute_player|Наделение голосом
str_quit|Выход
str_poll_for_changing_the_map|Другая карта
str_poll_for_changing_the_map_and_factions|Другая карта и фракции
str_poll_for_changing_number_of_bots|Другое число ботов в командах
str_poll_for_kicking_a_player|Удаление игрока
str_poll_for_banning_a_player|Изгнание игрока
str_choose_a_player|Выберите игрока:
str_choose_a_map|Выберите карту:
str_choose_a_faction_for_team_reg0|Выберите фракцию для команды {reg0}:
str_choose_number_of_bots_for_team_reg0|Выберите число ботов для команды {reg0}:
str_spectator|Зритель
str_spectators|Зрители
str_score|Счет
str_command|Команда:
str_profile_banner_selection_text|Выберите флаг из своего профиля:
str_use_default_banner|Использовать флаг фракции
str_party_morale_is_low|Боевой дух некоторых бойцов упал!
str_weekly_report|Еженедельный отчет
str_has_deserted_the_party|покидает группу.
str_have_deserted_the_party|покидают группу.
str_space| 
str_us_|Мы
str_allies_|Союзники
str_enemies_|Враги
str_routed|Сбежало
str_weekly_budget|Недельная смета
str_income_from_s0|Доход от {s0}:
str_mercenary_payment_from_s0|Наемники ({s0}) получают:
str_s0s_party|{s0} и компания
str_loss_due_to_tax_inefficiency|Потери из-за неэффективного сбора налогов:
str_wages_for_s0|Плата для {s0}:
str_earlier_debts|Прошлые долги:
str_net_change|Изменение доходов:
str_earlier_wealth|Казна раньше:
str_new_wealth|Казна сейчас:
str_new_debts|Новые долги:
str_team_reg0_bot_count_is_reg1|Команда {reg0}, количество ботов: {reg1}.
str_maximum_seconds_for_round_is_reg0|Максимум секунд на раунд: {reg0}.
str_respawn_period_is_reg0_seconds|Период возрождения в секундах: {reg0}.
str_bots_upper_limit_for_votes_is_reg0|Верхний предел ботов для голосования: {reg0}.
str_map_is_voteable|За карту можно голосовать.
str_map_is_not_voteable|За карту нельзя голосовать.
str_factions_are_voteable|За фракции можно голосовать.
str_factions_are_not_voteable|За фракции нельзя голосовать.
str_players_respawn_as_bot|Игроки возрождаются в телах ботов.
str_players_do_not_respawn_as_bot|Игроки не возрождаются в телах ботов.
str_kicking_a_player_is_voteable|Игроков можно удалять голосованием.
str_kicking_a_player_is_not_voteable|Игроков нельзя удалять голосованием.
str_banning_a_player_is_voteable|Игроков можно блокировать голосованием.
str_banning_a_player_is_not_voteable|Игроков нельзя блокировать голосованием.
str_player_banners_are_allowed|Игроки могут использовать свои флаги.
str_player_banners_are_not_allowed|Игроки не могут использовать свои флаги.
str_default_armor_is_forced|Обязать ношение брони.
str_default_armor_is_not_forced|Ношение брони необязательно.
str_percentage_of_yes_votes_required_for_a_poll_to_get_accepted_is_reg0|Процент голосов для успешного голосования: {reg0}%.
str_auto_team_balance_threshold_is_reg0|Порог автобаланса команд: {reg0}.
str_starting_gold_ratio_is_reg0|Стартовый уровень золота: {reg0}%.
str_combat_gold_bonus_ratio_is_reg0|Бонусное золото в бою: {reg0}%.
str_round_gold_bonus_ratio_is_reg0|Бонусное золото за раунд: {reg0}%.
str_point_gained_from_flags_is_reg0|Командные очки за флаги: {reg0}%.
str_point_gained_from_capturing_flag_is_reg0|Командные очки за захват флагов: {reg0}%.
str_map_time_limit_is_reg0|Предел времени игры на карте (в минутах): {reg0}.
str_team_points_limit_is_reg0|Предел командных очков: {reg0}.
str_defender_spawn_count_limit_is_s1|Число возрождений защитников: {s1}.
str_system_error|ОШИБКА СИСТЕМЫ!
str_prisoner_granted_parole|Пленника принимают как гостя
str_prisoner_not_offered_parole|Пленника не принимают как гостя
str__age_reg1|^Возраст: {reg1}
str__family_|^Семья:
str_s49_s12_s11_end|{s49} {s12} ({s11}).
str_s49_s12_s11_rel_reg0|{s49} {s12} ({s11}), REL: {reg0}),
str_s49_s12_s11|{s49} {s12} ({s11}),
str_lord_info_string|{reg6?:{reg4?{s54} - правитель страны {s56}.^:{s54} - подданный {s55} из {s56}.^}}Известность: {reg5}. Разногласия: {reg15}.^Религия: {s29}^{reg9?{reg3?Она:Он} правитель в {s58}.:{reg3?Она:Он} не имеет наделов.}{s59}^{s49}^Отношения: {reg0}
str_foreign_relations__|Внешние отношения: ^
str_s21__the_s5_is_at_war_with_the_s14|{s21}^* {s5} в состоянии войны с {s14}.
str_s21_the_s5_has_had_the_upper_hand_in_the_fighting|{s21} {s5} одерживает верх в бою.
str_s21_the_s5_has_gotten_the_worst_of_the_fighting|{s21} {s5} терпит поражение в бою.
str_s21_the_fighting_has_gone_on_for_some_time_and_the_war_may_end_soon_with_a_truce|{s21} Сражения стихли, вскоре война может завершиться перемирием.
str_s21_the_fighting_has_begun_relatively_recently_and_the_war_may_continue_for_some_time|{s21} Бои начались не столь давно, война еще только разгорается.
str__however_the_truce_is_no_longer_binding_on_the_s14| Впрочем, перемирие более не связывает {s14}
str_s21__the_s5_is_bound_by_truce_not_to_attack_the_s14s18_the_truce_will_expire_in_reg1_days|{s21}^* Из-за перемирия {s5} не может атаковать {s14}.{s18} Это перемирие истечет через {reg1} дней.
str_s21__the_s5_is_bound_by_alliance_not_to_attack_the_s14s18_the_alliance_will_expire_in_reg1_days|{s21}^^*{s5} и {s14} союзники.{s18} Союз прекратит свое существование через {reg1} дней.
str_alliance_durantion_days_expire|{s21}^^*{s5} и {s14} объединились и создали союз.{s18} Союз прекратит свое существование через {reg1} дней.
str_s21__the_s5_has_recently_suffered_provocation_by_subjects_of_the_s14_and_there_is_a_risk_of_war|{s21}.^* {s5} подвергается провокациям со стороны {s14} и может вот-вот начать войну
str_s21__the_s5_has_no_outstanding_issues_with_the_s14|{s21}.^* {s5} не поддерживает особых отношений с {s14}
str_s21_the_s14_was_recently_provoked_by_subjects_of_the_s5_and_there_is_a_risk_of_war_|{s21}. Недавно жители {s14} пострадали от провокаций со стороны {s5}, страна находится на грани войны.^
str_the_s5_is_ruled_by_s6_it_occupies_s8_its_vassals_are_s10__s21|{s5} принадлежит {s6}.^Владения: {s8}.^Подданные: {s10}.^^{s21}
str_assigned_lord_reputation_and_relations_cheat_mode_reg3|Назначить репутацию лорда и отношения, чит-режим: {reg3}
str_reg4_killed_reg5_wounded_reg6_routed|Убито: {reg4}, ранено: {reg5}, сбежало: {reg6}
str_reg4_killed_reg5_routed|Убито: {reg4}, сбежало: {reg5}
str_reg4_killed_reg5_wounded|Убито: {reg4}, ранено: {reg5}
str_reg4_wounded_reg5_routed|Ранено: {reg4}, сбежало: {reg5}
str_s4_awarded_to_s5|{s4} переходит {s5}
str_calculating_sortie_for_s4_strength_of_reg3_vs_reg4_enemies|Расчет похода для {s4}, сила {reg3} против {reg4} у врагов.
str_current_wealth_reg1_taxes_last_collected_from_s4|Текущее богатство: {reg1}. Последние налоги собраны с {s4}.
str_no_relation|нет семейных уз
str_wife|жена
str_husband|муж
str_father|отец
str_mother|мать
str_daughter|дочь
str_son|сын
str_sister|сестра
str_brother|брат
str_niece|племянница
str_nephew|племянник
str_aunt|тетя
str_uncle|дядя
str_cousin|двоюродная родня
str_daughterinlaw|невестка
str_soninlaw|зять
str_motherinlaw|свекровь
str_fatherinlaw|свекор
str_sisterinlaw|свояченица
str_brotherinlaw|шурин
str_print_party_members_entered|распечатать введенных членов группы
str_num_companion_stacks_=_reg10|число групп спутников = {reg10}
str_someone|некто
str_i_take_what_work_i_can_sirmadame_i_carry_water_or_help_the_merchants_with_their_loads_or_help_build_things_if_theres_things_to_be_built|Я, {милостивый господин/милостивая госпожа}, берусь за любую работу, какую дадут. Воду ношу, помогаю торговцам с товарами, строить тоже могу, если нужно. Могу копать, а могу не копать.
str_im_not_doing_anything_sirmadame_theres_no_work_to_be_had_around_here_these_days|Я, {милостивый господин/милостивая госпожа}, ничем особенным не занимаюсь. Последнее время у нас тут вовсе работы не стало. 
str_im_not_doing_anything_sirmadame_i_have_no_land_of_my_own_and_theres_no_work_to_be_had_around_here_these_days|Я, {милостивый господин/милостивая госпожа}, ничем особенным не занимаюсь. Земли у меня нет, а работы в последнее время не найти. 
str_why_im_still_living_off_of_your_kindness_and_goodness_sirmadame_hopefully_there_will_be_work_shortly|А что, я по-прежнему живу из вашей милости, {милостивый господин/милостивая госпожа}. Остается надеяться, что в скорости у вас найдется кое-какая работенка.
str_i_work_in_the_fields_just_outside_the_walls_where_they_grow_grain_we_dont_quite_grow_enough_to_meet_our_needs_though_and_have_to_import_grain_from_the_surrounding_countryside|Я работаю на полях, сразу за стенами - там хлеб растят. Но своего зерна нам никогда не хватает - приходится привозить его из соседних деревень. 
str_i_work_mostly_in_the_fields_growing_grain_in_the_town_they_grind_it_to_make_bread_or_ale_and_we_can_also_boil_it_as_a_porridge|Я обычно работаю в поле, зерно сею. В городе его мелют и делают хлеб и эль, а мы еще и кашу из него, понятное дело, варим. 
str_i_work_in_the_breweries_making_ale_the_poor_folk_drink_a_lot_of_it_as_its_cheaper_than_wine_we_make_it_with_grain_brought_in_from_the_countryside|Я на пивоварне работаю - делаю эль. Простой народ частенько его пьет, он же много дешевле вина. А зерно для эля мы покупаем по деревням.
str_i_work_in_a_mill_grinding_flour_to_make_bread_bread_is_cheap_keeps_well_and_fills_the_stomach|Я на мельнице работаю - муку молю для хлеба. Хлеб дешевый, хранится неплохо и брюхо наполняет только так. 
str_i_tend_cattle_we_dry_and_salt_meat_to_preserve_it_and_make_cheese_from_the_milk|Я скотом занимаюсь: мы вялим и солим мясо, а шкуры отправляем в город - там их обрабатывают. Еще мы сыр из молока делаем и масло. 
str_i_tend_cattle_we_dry_and_salt_meat_to_preserve_it_and_make_cheese_from_the_milk_so_it_doesnt_spoil|Я скотом занимаюсь: мы вялим и солим мясо, а шкуры отправляем в город - там их обрабатывают. Еще мы сыр из молока делаем и масло. 
str_i_tend_sheep_we_send_the_wool_to_the_cities_to_be_woven_into_cloth_and_make_mutton_sausage_when_we_cull_the_herds|Я держу овец. Мы отправляем шерсть в город - там ее прядут и ткут. А часть баранов забиваем на мясо: делаем из них колбасу и все такое. 
str_i_work_at_a_loom_spinning_cloth_from_wool_wool_is_some_of_the_cheapest_cloth_you_can_buy_but_it_will_still_keep_you_warm|Я тку шерстяные ткани. Дешевле шерстяной одежды ничего не найдешь, а она ведь и самая теплая!
str_i_crew_a_fishing_boat_we_salt_and_smoke_the_flesh_to_sell_it_far_inland|У меня есть лодка, и мы рыбачим. Мы солим и коптим рыбу, а потом отправляем ее в далекие края.
str_i_sift_salt_from_a_nearby_flat_they_need_salt_everywhere_to_preserve_meat_and_fish|Я добываю соль с отмели. Соль - она всем нужна, кроме того, без нее ни мясо, ни рыбу не сохранишь. 
str_i_mine_iron_from_a_vein_in_a_nearby_cliffside_they_use_it_to_make_tools_arms_and_other_goods|Я добываю железо из жилы в соседних холмах. Без железа ни инструментов, ни оружия, ничего не сделаешь. 
str_i_make_pottery_which_people_use_to_store_grain_and_carry_water|Я делаю горшки - в них можно хранить зерно и держать воду. 
str_trade_explanation_tools|Я работаю в кузне, {господин мой/госпожа моя}, могу выковать все, что только можно сделать из железа: ножи, топоры, горшки, орала, косы, молоты, наковальни, клещи, тесла, пилы, иглы, подковы, огнива, жаровни и, разумеется, гербы и доспехи для вашей милости. 
str_trade_explanation_tar|Я работаю на смоловарне, где из древесины получают смолу, которую используют для обработки кораблей и кожи.
str_trade_explanation_linen|Я пряду лен из кудели, которую собирают со всех окрестностей. Ткань получается прочная, легкая, она хороша для летней одежды, для парусов и всего такого. 
str_trade_explanation_silver|Я работаю в кузнице, где работают с серебром, из которого делаю прекрасные драгоценности. Наши изделия знамениты далеко за пределами этого города. Мы используем драгоценный металл, добываемый в германии на серебряных рудниках Гор Гарца (Harz Mountains)*, чтобы сделать самые великолепные и самые дорогие украшения, продающихся в этих землях.
str_trade_explanation_mead|Я занимаюсь сбором меда, таская его из ульев, и делаю прекрасную медовуху, которая дешевле, чем вино, и более славится, чем пиво. Пир не пир без этого божественного напитка!
str_trade_explanation_apples|Я как раз иду из яблоневого сада. Мы сушим яблоки, чтобы они долго хранились, а еще из них можно гнать сидр или уксус. 
str_trade_explanation_barley|Я работаю в поле, зерно сею. Выращиваю в основном ячмень, которым кормят скот и делают из него пиво для ненасытных жителей города.
str_trade_explanation_ivory|Я охочусь на далеком севере, моя добыча это – моржи, которых можно встретить на ледяных берегах, где заканчивается океан. И все ради их двух клыков, прекрасные, как слоновая кость. Дома резчики делают драгоценные фигурки и разного рода вещи, цена на которые меня радует.
str_trade_explanation_leatherwork|Я работаю в дубильне сразу за стенами города - делаю из шкур отличную, мягкую кожу. Работа тяжелая, запах страшный, но без этого не было бы у вас, {господин мой/госпожа моя}, ни башмаков, ни седла, ни узды. 
str_trade_explanation_flax|Я сею лен, жну, мочу, а потом делаю кудель. Вот откуда берутся все ваши льняные одежды, {господин мой/госпожа моя} - из вонючей ямы на краю поля. 
str_trade_explanation_soapstone|Я работаю в карьере, где добывают стеатит, в народе его называют мыльный камень, который поставляют в другие земли. Так как он легко подается обработке из него делают скульптуры, посуду, печати, и еще много чего.
str_trade_explanation_venison|Я охочусь на оленей (deer)* в лесах и работаю в коптильне, где готовлю вкуснейшее копченое мясо. И хранится такое мясо намного дольше не только зимой, но в теплое время года. Из оленины получаются самые прекрасные блюда, я вас уверяю.
str_s14_i_hear_that_you_can_find_a_good_price_for_it_in_s15|{s14} Я слышал, что Вы можете продать это за хорошую цену в {s15}. 
str_s2s_rebellion|Восстание {s2}
str_political_suggestion|Политическое предложение
str_instability_reg0_of_lords_are_disgruntled_reg1_are_restless|Рост напряженности: {reg0}% подданных выражают недовольство, {reg1}% неспокойны
str_reg1shehe_is_prisoner_of_s1|{reg1?Она:Он} заложник {s1}.
str_s39_rival|{s39} (соперник)
str_s41_s39_rival|{s41}, {s39} (соперник)
str_reputation_cheat_mode_only_martial_|Репутация (чит-режим): Воинственный^
str_reputation_cheat_mode_only_debauched_|Репутация (чит-режим): Развратный^
str_reputation_cheat_mode_only_pitiless_|Репутация (чит-режим): Безжалостный^
str_reputation_cheat_mode_only_calculating_|Репутация (чит-режим): Расчетливый^
str_reputation_cheat_mode_only_quarrelsome_|Репутация (чит-режим): Сварливый^
str_reputation_cheat_mode_only_goodnatured_|Репутация (чит-режим): Добродушный^
str_reputation_cheat_mode_only_upstanding_|Репутация (чит-режим): Прямолинейный^
str_reputation_cheat_mode_only_conventional_|Репутация (чит-режим): Приличный^
str_reputation_cheat_mode_only_adventurous_|Репутация (чит-режим): Рисковый^
str_reputation_cheat_mode_only_romantic_|Репутация (чит-режим): Романтик^
str_reputation_cheat_mode_only_moralist_|Репутация (чит-режим): Моралист^
